------,------,NirSpark, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unit,mmol/L*mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sample Rate,11Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HbO,HbO,HbO,HbO,HbO,HbO,HbO,HbO,HbO,HbO,HbO,HbO,HbO,HbO,HbO,HbO,HbO,HbO,HbO,HbO,HbO,HbO,HbO,HbO,HbO,HbO,HbO,HbO,HbO,HbO,HbO,HbO,HbO,HbO,HbO,HbR,HbR,HbR,HbR,HbR,HbR,HbR,HbR,HbR,HbR,HbR,HbR,HbR,HbR,HbR,HbR,HbR,HbR,HbR,HbR,HbR,HbR,HbR,HbR,HbR,HbR,HbR,HbR,HbR,HbR,HbR,HbR,HbR,HbR,HbR,HbT,HbT,HbT,HbT,HbT,HbT,HbT,HbT,HbT,HbT,HbT,HbT,HbT,HbT,HbT,HbT,HbT,HbT,HbT,HbT,HbT,HbT,HbT,HbT,HbT,HbT,HbT,HbT,HbT,HbT,HbT,HbT,HbT,HbT,HbT
S1-D1,S1-D6,S2-D2,S2-D7,S3-D2,S3-D3,S3-D8,S4-D3,S4-D4,S4-D9,S5-D4,S5-D10,S6-D5,S6-D11,S7-D1,S7-D6,S7-D12,S7-D13,S8-D2,S8-D7,S8-D8,S9-D3,S9-D8,S9-D9,S10-D4,S10-D9,S10-D10,S11-D5,S11-D11,S12-D12,S12-D13,S13-D11,S13-D14,S14-D11,S14-D14,S1-D1,S1-D6,S2-D2,S2-D7,S3-D2,S3-D3,S3-D8,S4-D3,S4-D4,S4-D9,S5-D4,S5-D10,S6-D5,S6-D11,S7-D1,S7-D6,S7-D12,S7-D13,S8-D2,S8-D7,S8-D8,S9-D3,S9-D8,S9-D9,S10-D4,S10-D9,S10-D10,S11-D5,S11-D11,S12-D12,S12-D13,S13-D11,S13-D14,S14-D11,S14-D14,S1-D1,S1-D6,S2-D2,S2-D7,S3-D2,S3-D3,S3-D8,S4-D3,S4-D4,S4-D9,S5-D4,S5-D10,S6-D5,S6-D11,S7-D1,S7-D6,S7-D12,S7-D13,S8-D2,S8-D7,S8-D8,S9-D3,S9-D8,S9-D9,S10-D4,S10-D9,S10-D10,S11-D5,S11-D11,S12-D12,S12-D13,S13-D11,S13-D14,S14-D11,S14-D14
0.051115,0.068856,-0.027843,-0.025392,0.030661,0.16181,-0.057396,-0.013625,-0.0203,0.035439,0.047212,0.026755,0.00269,-0.007931,0.038492,0.053053,-0.01342,0.011371,-0.019175,-0.004359,-0.024288,0.015648,-0.026595,0.025596,-0.007412,0.06569,0.058007,0.028961,0.03359,-0.030388,-0.018096,0.010995,0.031813,0.078931,0.100812,-0.02112,-0.080115,-0.03776,-0.052091,-0.027241,-0.078477,0.023327,-0.000293,0.006128,-0.024189,-0.075459,-0.088327,-0.037907,-0.015578,-0.026514,-0.046362,-0.022795,-0.004274,0.01773,-0.0287,-0.003366,0.010602,-0.004009,-0.003455,-0.007754,-0.010042,-0.024702,-0.005163,-0.020588,-0.002585,0.013753,-0.000059,-0.023571,-0.034211,-0.030989,0.029996,-0.011258,-0.065603,-0.077483,0.00342,0.083333,-0.034068,-0.013918,-0.014172,0.01125,-0.028247,-0.061571,-0.035217,-0.023509,0.011978,0.006691,-0.036216,0.007097,-0.001446,-0.033059,-0.027654,0.026251,-0.030604,0.022142,-0.015166,0.055648,0.033304,0.023798,0.013002,-0.032973,-0.004342,0.010936,0.008242,0.04472,0.069822
0.039465,0.067516,-0.029189,-0.025689,0.029911,0.143742,-0.058928,-0.013859,-0.019759,0.034948,0.048048,0.026135,0.007189,-0.012832,0.034638,0.054118,-0.013267,0.010468,-0.019219,-0.006191,-0.025617,0.015069,-0.028277,0.023896,-0.008375,0.065302,0.051581,0.014325,0.028448,-0.033354,-0.018611,0.005674,0.029286,0.071718,0.091926,-0.018989,-0.084444,-0.038473,-0.05154,-0.027381,-0.071741,0.02353,0.000341,0.006841,-0.024436,-0.074642,-0.088607,-0.033135,-0.017248,-0.025734,-0.048227,-0.02489,-0.004872,0.01873,-0.028969,-0.003245,0.010928,-0.005733,-0.00328,-0.008444,-0.010252,-0.024411,-0.016342,-0.019528,-0.003449,0.013691,0.000265,-0.023286,-0.031165,-0.027178,0.020476,-0.016929,-0.067663,-0.077229,0.00253,0.072001,-0.035398,-0.013519,-0.012918,0.010512,-0.026594,-0.062473,-0.025946,-0.03008,0.008904,0.00589,-0.038157,0.005596,-0.000489,-0.03516,-0.028862,0.025997,-0.03401,0.020615,-0.016818,0.05505,0.02717,-0.002017,0.00892,-0.036803,-0.004919,0.005939,0.006,0.040553,0.064748
0.027935,0.065818,-0.030419,-0.026384,0.029185,0.125078,-0.06064,-0.014096,-0.019281,0.034498,0.048806,0.025535,0.011605,-0.0177,0.030698,0.054985,-0.01314,0.009566,-0.019302,-0.007911,-0.027011,0.014498,-0.029935,0.022238,-0.009335,0.064927,0.045106,-0.000157,0.023149,-0.036265,-0.019145,0.000147,0.026345,0.064109,0.082742,-0.016821,-0.088563,-0.039077,-0.051004,-0.027491,-0.064743,0.023774,0.000939,0.007532,-0.024649,-0.073891,-0.088856,-0.028453,-0.018904,-0.02493,-0.050029,-0.02695,-0.005487,0.019618,-0.029226,-0.00319,0.011247,-0.007399,-0.003111,-0.00909,-0.010443,-0.024197,-0.027382,-0.018367,-0.004302,0.013644,0.000601,-0.02286,-0.027975,-0.02328,0.011114,-0.022745,-0.069496,-0.077389,0.001694,0.060334,-0.036866,-0.013157,-0.011749,0.009849,-0.025085,-0.063321,-0.016848,-0.036603,0.005769,0.004956,-0.04009,0.004079,0.000316,-0.037137,-0.0302,0.025746,-0.037334,0.019127,-0.018424,0.054484,0.020909,-0.027539,0.004782,-0.040567,-0.005501,0.000749,0.003486,0.036134,0.059462
0.0166,0.063755,-0.031536,-0.027487,0.028483,0.105879,-0.062535,-0.014334,-0.01887,0.034088,0.049487,0.024955,0.015919,-0.022506,0.026699,0.055649,-0.013045,0.008669,-0.019421,-0.009518,-0.028467,0.01394,-0.031573,0.020628,-0.01029,0.064568,0.038629,-0.014397,0.017719,-0.039111,-0.019702,-0.005563,0.022993,0.056128,0.073301,-0.014636,-0.092442,-0.039573,-0.05048,-0.027575,-0.057509,0.024061,0.001501,0.008202,-0.024828,-0.073207,-0.089079,-0.023889,-0.02054,-0.024099,-0.051755,-0.028965,-0.006116,0.020396,-0.029472,-0.003199,0.011559,-0.009003,-0.00295,-0.00969,-0.010615,-0.024052,-0.038218,-0.01711,-0.00514,0.013613,0.000948,-0.022285,-0.02465,-0.019311,0.001965,-0.028687,-0.071109,-0.077968,0.000909,0.048369,-0.038474,-0.012832,-0.010668,0.00926,-0.02372,-0.064124,-0.00797,-0.043046,0.002599,0.003894,-0.04201,0.002553,0.000975,-0.03899,-0.031666,0.025499,-0.040576,0.017679,-0.01998,0.053953,0.014577,-0.052615,0.000609,-0.044251,-0.006089,-0.004615,0.000707,0.031479,0.05399
0.005534,0.061318,-0.032543,-0.029002,0.027802,0.086206,-0.064614,-0.014573,-0.018528,0.033718,0.050093,0.024392,0.020112,-0.027223,0.022665,0.056105,-0.012989,0.00778,-0.019576,-0.011014,-0.029984,0.013398,-0.033195,0.01907,-0.011238,0.064227,0.0322,-0.028313,0.012189,-0.041882,-0.020283,-0.011433,0.019232,0.047804,0.063646,-0.012452,-0.096056,-0.039966,-0.049963,-0.027632,-0.050065,0.024392,0.002026,0.00885,-0.024974,-0.072592,-0.089282,-0.01947,-0.022149,-0.023244,-0.053396,-0.030925,-0.006754,0.021068,-0.029706,-0.003271,0.011861,-0.010544,-0.002796,-0.010245,-0.010767,-0.02397,-0.048789,-0.015761,-0.005961,0.013597,0.001303,-0.021556,-0.021198,-0.015287,-0.006918,-0.034738,-0.072509,-0.078965,0.00017,0.036141,-0.040222,-0.012547,-0.009677,0.008744,-0.022498,-0.06489,0.000642,-0.049372,-0.000579,0.002709,-0.043914,0.001026,0.001492,-0.04072,-0.033255,0.025259,-0.043739,0.016274,-0.021482,0.05346,0.00823,-0.077102,-0.003573,-0.047844,-0.006685,-0.010129,-0.002324,0.026605,0.048358
-0.005198,0.058501,-0.033445,-0.030927,0.027138,0.06612,-0.066877,-0.014812,-0.018256,0.033387,0.050628,0.023844,0.024165,-0.031826,0.018625,0.056349,-0.012977,0.006901,-0.019764,-0.012398,-0.03156,0.012873,-0.034806,0.017567,-0.012175,0.063906,0.025867,-0.041827,0.006588,-0.04457,-0.020891,-0.017439,0.015069,0.039166,0.05382,-0.010289,-0.099381,-0.040261,-0.049447,-0.027665,-0.042434,0.02477,0.002511,0.009479,-0.02509,-0.072045,-0.089473,-0.015219,-0.023726,-0.022364,-0.054943,-0.032821,-0.007396,0.02164,-0.029928,-0.003404,0.012153,-0.012018,-0.002654,-0.010752,-0.010899,-0.023943,-0.059037,-0.014327,-0.006763,0.013599,0.001666,-0.020665,-0.017633,-0.011225,-0.015487,-0.04088,-0.073706,-0.080374,-0.000526,0.023686,-0.042106,-0.012301,-0.008778,0.008297,-0.021416,-0.065629,0.008946,-0.055552,-0.003739,0.001406,-0.045798,-0.000495,0.001876,-0.042327,-0.034964,0.025026,-0.046824,0.014914,-0.022927,0.053007,0.001925,-0.100864,-0.007739,-0.051333,-0.007292,-0.015773,-0.005596,0.021533,0.042594
-0.015533,0.055299,-0.034248,-0.033259,0.02649,0.045679,-0.069323,-0.015051,-0.018058,0.033092,0.051095,0.023308,0.028061,-0.036292,0.014605,0.05638,-0.013015,0.006035,-0.019983,-0.013676,-0.033192,0.012368,-0.036412,0.016122,-0.0131,0.063606,0.019675,-0.054869,0.00095,-0.047168,-0.021528,-0.023558,0.010514,0.030247,0.043867,-0.008164,-0.102396,-0.040464,-0.048926,-0.027675,-0.034643,0.025196,0.002956,0.010088,-0.025175,-0.071566,-0.089656,-0.011158,-0.025264,-0.021463,-0.056387,-0.034644,-0.008039,0.022117,-0.03014,-0.003596,0.012435,-0.013426,-0.002523,-0.011213,-0.011012,-0.023962,-0.068911,-0.012816,-0.007544,0.013616,0.002034,-0.019608,-0.013967,-0.007141,-0.023697,-0.047097,-0.074712,-0.082186,-0.001185,0.011037,-0.044128,-0.012095,-0.00797,0.007917,-0.020471,-0.066347,0.016904,-0.061556,-0.006857,-0.000007,-0.047659,-0.002004,0.002134,-0.043816,-0.036788,0.024803,-0.049838,0.013599,-0.024313,0.052594,-0.004287,-0.12378,-0.011866,-0.054712,-0.007912,-0.021524,-0.009095,0.01628,0.036726
-0.025418,0.051707,-0.034957,-0.035987,0.025853,0.024939,-0.071949,-0.01529,-0.017935,0.032834,0.051497,0.022784,0.031787,-0.040598,0.010632,0.0562,-0.013107,0.005181,-0.020232,-0.014849,-0.03488,0.011884,-0.038018,0.014734,-0.01401,0.06333,0.013665,-0.067376,-0.004691,-0.049668,-0.022196,-0.029765,0.005578,0.021083,0.033834,-0.006095,-0.105082,-0.040581,-0.048396,-0.027663,-0.026714,0.025667,0.00336,0.010681,-0.025233,-0.071155,-0.089838,-0.007306,-0.026757,-0.020544,-0.057723,-0.036388,-0.008678,0.022504,-0.030342,-0.003844,0.012704,-0.014767,-0.002406,-0.011628,-0.011106,-0.02402,-0.078363,-0.011236,-0.008302,0.01365,0.002406,-0.018383,-0.010213,-0.003053,-0.031512,-0.053375,-0.075538,-0.084383,-0.00181,-0.001775,-0.046283,-0.011929,-0.007254,0.007601,-0.019657,-0.067055,0.024481,-0.067355,-0.009911,-0.001523,-0.049495,-0.003497,0.002273,-0.04519,-0.038724,0.024588,-0.052785,0.012328,-0.025638,0.052224,-0.010356,-0.145738,-0.015928,-0.05797,-0.008547,-0.027358,-0.012805,0.010869,0.030781
-0.034805,0.047723,-0.035577,-0.039095,0.025224,0.003953,-0.074751,-0.015529,-0.017887,0.032608,0.05184,0.022268,0.035329,-0.044727,0.006732,0.05581,-0.013258,0.004343,-0.020507,-0.015922,-0.036621,0.011423,-0.039631,0.013404,-0.014903,0.063078,0.007876,-0.079291,-0.010299,-0.052067,-0.022898,-0.036036,0.000277,0.011709,0.023764,-0.004096,-0.107425,-0.04062,-0.047849,-0.027631,-0.01867,0.026183,0.003724,0.011259,-0.025264,-0.070811,-0.090026,-0.003679,-0.028199,-0.019612,-0.058945,-0.038046,-0.009311,0.022808,-0.030534,-0.004146,0.01296,-0.016042,-0.002303,-0.011998,-0.011182,-0.024111,-0.087353,-0.009599,-0.009035,0.013699,0.002781,-0.016988,-0.006388,0.001024,-0.038901,-0.059702,-0.076197,-0.086945,-0.002407,-0.014718,-0.048568,-0.011805,-0.006628,0.007344,-0.018971,-0.067758,0.03165,-0.072926,-0.012879,-0.003135,-0.051304,-0.004968,0.002301,-0.046456,-0.040766,0.024383,-0.055674,0.011101,-0.026901,0.051895,-0.016235,-0.166644,-0.019898,-0.061103,-0.009199,-0.033255,-0.016711,0.005321,0.024788
